id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste,client_category
F004725,Hugo Renaud,2023-06-06,2023-07-06,2023-07-05,1556.25,1384.12,172.13,average
F001908,Olivier Guerin,2025-02-05,2025-03-07,2025-03-08,1755.69,1588.63,167.06,good
F000085,Louis Michel,2023-02-14,2023-03-16,,11154.66,4592.82,6561.84,2nd_degree_bad
F000228,Olivier Petit,2023-10-09,2023-11-08,2023-11-05,3986.29,3192.3,793.99,average
F000297,Paul Marchand,2023-09-14,2023-10-14,2023-10-10,8046.86,4102.07,3944.79,1st_degree_bad
F001002,Jerome Marchand,2025-08-22,2025-09-21,,1851.46,1241.61,609.85,1st_degree_bad
F002139,Pierre Moreau,2025-04-07,2025-05-07,2025-05-09,1629.48,1377.59,251.89,average
F000712,Emma Philippe,2023-06-16,2023-07-16,2023-07-18,3850.16,3435.79,414.37,average
F002802,Paul Brun,2024-12-14,2025-01-13,2025-01-14,3506.49,2834.45,672.04,average
F002528,Emma Garnier,2023-07-11,2023-08-10,2023-08-05,3265.91,2620.47,645.44,average
F003753,Julie Chevalier,2025-07-26,2025-08-25,2025-10-27,10377.87,4059.22,6318.65,2nd_degree_bad
F003322,Paul Masson,2023-09-07,2023-10-07,,716.69,553.99,162.7,average
F003182,Baptiste Robin,2024-10-14,2024-11-13,2025-01-09,10330.63,5087.05,5243.58,2nd_degree_bad
F004184,Hugo Dupont,2022-10-16,2022-11-15,2023-01-13,13791.21,7671.34,6119.87,1st_degree_bad
F001616,Jerome David,2023-01-09,2023-02-08,2023-03-23,15091.22,8772.77,6318.45,2nd_degree_bad
F003025,Helene Marchand,2024-11-10,2024-12-10,2025-01-19,9212.26,5934.25,3278.01,1st_degree_bad
F001414,Damien Rousseau,2024-12-29,2025-01-28,2025-04-14,5478.67,1334.88,4143.79,3rd_degree_bad
F000764,Luc Dupont,2023-05-22,2023-06-21,2023-07-14,10538.91,3572.87,6966.04,2nd_degree_bad
F000656,Vincent Martin,2025-02-03,2025-03-05,2025-03-07,2037.5,1392.56,644.94,average
F004798,Marie Blanc,2024-03-30,2024-04-29,2024-04-26,4212.86,3876.0,336.86,average
F003850,Marc Martin,2023-02-14,2023-03-16,2023-03-15,2079.87,1802.76,277.11,good
F004154,Alexandre Petit,2024-02-08,2024-03-09,2024-03-05,4452.73,4065.35,387.38,average
F000469,Nicolas Dupont,2025-04-16,2025-05-16,2025-06-12,6811.31,2517.71,4293.6,1st_degree_bad
F000158,Nicolas Gauthier,2023-05-12,2023-06-11,2023-06-09,1198.4,1069.48,128.92,good
F001296,Elodie Perrin,2023-03-19,2023-04-18,2023-04-15,2021.72,1770.61,251.11,average
F000498,Stephane Robin,2023-03-15,2023-04-14,2023-05-05,4708.36,3950.3,758.06,average
F004741,Adrien Gerard,2023-06-24,2023-07-24,2023-07-25,3270.29,3101.94,168.35,average
F002941,Sarah Robin,2023-11-23,2023-12-23,2023-12-22,1960.11,1703.08,257.03,good
F003457,Paul Dubois,2025-03-30,2025-04-29,2025-06-21,10796.7,3824.49,6972.21,3rd_degree_bad
F000374,Sarah Petit,2023-04-25,2023-05-25,2023-05-21,3337.9,2605.99,731.91,average
F000080,Louis Michel,2023-05-15,2023-06-14,2023-06-15,11879.54,4443.88,7435.66,2nd_degree_bad
F001554,Marion Leclerc,2024-09-15,2024-10-15,2024-10-14,3057.72,2375.77,681.95,average
F001670,Valerie Rousseau,2024-05-17,2024-06-16,2024-06-11,6041.89,4269.36,1772.53,1st_degree_bad
F002132,Olivier Gerard,2025-08-21,2025-09-20,2025-10-18,693.47,604.92,88.55,average
F004440,Manon Martin,2023-05-21,2023-06-20,2023-08-16,15416.28,2652.5,12763.78,3rd_degree_bad
F000466,Nicolas Blanc,2023-03-02,2023-04-01,2023-05-12,8860.87,4858.04,4002.83,1st_degree_bad
F000249,Sebastien Masson,2023-04-13,2023-05-13,2023-05-26,1944.52,1471.62,472.9,average
F000932,Anne Gauthier,2022-12-20,2023-01-19,2023-01-14,2938.28,2178.18,760.1,average
F001336,Adrien Gauthier,2025-07-21,2025-08-20,2025-11-09,8507.06,2697.62,5809.44,2nd_degree_bad
F004525,Romain Robin,2023-04-21,2023-05-21,,10708.67,6576.25,4132.42,1st_degree_bad
F001339,Adrien Gauthier,2023-08-31,2023-09-30,2023-11-19,16898.74,7448.51,9450.23,2nd_degree_bad
F001407,Olivier Garnier,2023-08-13,2023-09-12,2023-09-13,1465.65,1395.2,70.45,good
F001091,Helene Robin,2023-05-01,2023-05-31,2023-07-05,340.19,323.66,16.53,average
F004210,Elodie Leclerc,2023-04-18,2023-05-18,2023-05-19,2003.77,1921.7,82.07,good
F000743,Thomas Brun,2024-10-26,2024-11-25,2025-01-13,7365.85,4952.49,2413.36,1st_degree_bad
F002324,Manon Marchand,2025-04-02,2025-05-02,2025-05-31,3128.93,2893.55,235.38,average
F003602,Marion Lefevre,2024-09-15,2024-10-15,2024-12-05,12832.34,2925.77,9906.57,3rd_degree_bad
F002124,Vincent Brun,2025-02-25,2025-03-27,2025-03-23,4037.9,3943.09,94.81,average
F002095,Baptiste Rousseau,2025-02-11,2025-03-13,2025-04-29,12742.87,860.59,11882.28,3rd_degree_bad
F000241,Olivier Brun,2024-05-16,2024-06-15,2024-06-15,535.39,518.31,17.08,good
F002352,Adrien Petit,2023-07-13,2023-08-12,2023-08-10,1006.77,1006.77,0.0,good
F001371,Marie Brun,2024-08-13,2024-09-12,2024-11-22,6874.67,3046.5,3828.17,1st_degree_bad
F001058,Celine David,2025-09-03,2025-10-03,2025-11-17,10888.14,6805.35,4082.79,1st_degree_bad
F004817,Camille Dubois,2023-11-06,2023-12-06,2023-12-03,1379.75,1110.96,268.79,average
F000200,Luc Guerin,2023-06-30,2023-07-30,2023-09-13,5035.72,1008.91,4026.81,3rd_degree_bad
F002281,Nicolas Guerin,2023-01-01,2023-01-31,2023-03-05,13497.16,2561.78,10935.38,3rd_degree_bad
F004750,Aurelie Laurent,2025-05-01,2025-05-31,2025-06-07,4609.09,4252.41,356.68,average
F002221,Julie Laurent,2023-01-03,2023-02-02,2023-01-31,1233.72,1233.72,0.0,excellent
F004772,Emma Moreau,2024-02-23,2024-03-24,2024-05-28,12064.86,1830.43,10234.43,3rd_degree_bad
F002820,Pierre Philippe,2025-05-13,2025-06-12,2025-06-14,3422.98,2498.5,924.48,average
F003151,Amelie Dupont,2023-05-02,2023-06-01,2023-06-03,2847.54,2515.81,331.73,average
F004257,Julie Garnier,2024-10-05,2024-11-04,2024-11-01,4926.3,4880.86,45.44,average
F003108,Sebastien Renaud,2023-12-05,2024-01-04,2024-03-14,4121.1,2891.88,1229.22,1st_degree_bad
F001974,Aurelie Martin,2024-03-05,2024-04-04,2024-05-02,3085.28,649.32,2435.96,2nd_degree_bad
F001376,Antoine Petit,2025-02-22,2025-03-24,2025-04-02,3586.59,2851.03,735.56,average
F003969,Pierre Lefevre,2025-06-01,2025-07-01,2025-08-06,14799.07,8075.78,6723.29,1st_degree_bad
F004063,Laura Dubois,2025-01-20,2025-02-19,,5388.14,1688.04,3700.1,1st_degree_bad
F004446,Manon Martin,2023-12-26,2024-01-25,,17365.22,2537.29,14827.93,3rd_degree_bad
F003558,Nathalie Garnier,2024-07-28,2024-08-27,2024-09-11,242.86,172.33,70.53,average
F000965,Nicolas Lefevre,2024-12-25,2025-01-24,2025-01-26,1894.81,1894.81,0.0,excellent
F000180,Manon Michel,2022-11-29,2022-12-29,2023-02-18,2874.6,2874.6,0.0,average
F003699,Louis Laurent,2022-11-08,2022-12-08,2023-01-15,7995.9,3813.0,4182.9,2nd_degree_bad
F003822,Hugo Leclerc,2023-01-09,2023-02-08,2023-02-03,1271.53,1047.12,224.41,average
F004879,Adrien Martin,2025-05-10,2025-06-09,2025-07-25,10718.04,3801.93,6916.11,3rd_degree_bad
F003900,Hugo Laurent,2023-11-27,2023-12-27,2023-12-26,1833.04,1724.74,108.3,average
F004488,Anne Philippe,2022-11-12,2022-12-12,2022-12-11,17705.24,5539.65,12165.59,2nd_degree_bad
F003239,Romain Michel,2024-06-10,2024-07-10,2024-07-09,1652.23,1420.65,231.58,good
F002975,Julie Martin,2025-04-20,2025-05-20,2025-05-21,4195.88,4195.88,0.0,average
F003581,Aurelie David,2022-12-13,2023-01-12,2023-01-12,3664.14,3371.9,292.24,average
F002888,Antoine Bernard,2025-08-24,2025-09-23,2025-09-24,3696.84,2776.95,919.89,average
F002576,Manon Robin,2024-07-12,2024-08-11,2024-08-12,2596.77,2596.77,0.0,excellent
F001420,Emma Perrot,2025-05-23,2025-06-22,2025-08-02,13602.57,6513.02,7089.55,2nd_degree_bad
F003908,Sophie Chevalier,2025-03-24,2025-04-23,2025-04-18,1742.18,1387.11,355.07,average
F004674,Nathalie Chevalier,2023-11-06,2023-12-06,,7353.98,5913.71,1440.27,average
F004903,Amelie Marchand,2023-09-21,2023-10-21,,4270.59,3602.64,667.95,average
F001861,Laura Petit,2023-06-20,2023-07-20,2023-09-22,10492.53,5324.62,5167.91,2nd_degree_bad
F000009,Louis Muller,2024-10-14,2024-11-13,2024-12-08,6708.42,6034.8,673.62,average
F002895,Camille Marchand,2025-05-07,2025-06-06,2025-08-18,8126.29,5606.13,2520.16,1st_degree_bad
F002848,Helene Blanc,2023-05-16,2023-06-15,2023-06-16,1062.23,819.0,243.23,good
F003665,Laura Garcia,2023-02-12,2023-03-14,2023-03-13,1302.65,1302.65,0.0,good
F000145,Marc David,2024-04-21,2024-05-21,,10850.92,4654.38,6196.54,1st_degree_bad
F002105,Nathalie Gauthier,2022-12-18,2023-01-17,2023-01-17,2648.96,2528.62,120.34,good
F003144,Emma Michel,2024-08-25,2024-09-24,2024-12-09,8531.1,3107.64,5423.46,2nd_degree_bad
F000842,Sophie Bernard,2024-08-18,2024-09-17,2024-09-19,1755.85,1570.44,185.41,good
F001129,Amelie Garnier,2024-01-14,2024-02-13,2024-02-10,3218.47,2849.6,368.87,average
F000152,Luc Martin,2024-02-22,2024-03-23,2024-04-25,9552.92,3856.55,5696.37,2nd_degree_bad
F003592,Marion Lefevre,2022-11-20,2022-12-20,2023-01-21,10437.71,1230.03,9207.68,3rd_degree_bad
F001053,Damien Garnier,2024-02-29,2024-03-30,2024-03-29,1533.07,1533.07,0.0,good
F001591,Hugo Robin,2023-10-11,2023-11-10,2024-01-03,14264.55,3269.02,10995.53,3rd_degree_bad
F003009,Claire Garnier,2023-02-27,2023-03-29,2023-03-30,1153.16,1153.16,0.0,excellent
F002030,Marie Leclerc,2024-09-07,2024-10-07,2024-12-01,10655.19,3950.98,6704.21,2nd_degree_bad
F003419,Amelie Philippe,2023-07-30,2023-08-29,,9191.23,4335.61,4855.62,2nd_degree_bad
F001808,Antoine Dupont,2023-07-02,2023-08-01,2023-08-03,1631.89,1512.83,119.06,good
F002697,Marion Garcia,2023-02-04,2023-03-06,2023-03-04,10539.95,5098.08,5441.87,1st_degree_bad
F003040,Alexandre Gauthier,2025-03-01,2025-03-31,2025-05-01,7922.53,3962.99,3959.54,1st_degree_bad
F000473,Pierre Gauthier,2024-02-01,2024-03-02,2024-02-29,1644.96,1504.64,140.32,average
F003290,Thomas David,2023-07-01,2023-07-31,2023-07-31,1499.36,1297.72,201.64,good
F004075,Amelie Garcia,2023-12-11,2024-01-10,2024-02-26,17346.22,2546.2,14800.02,3rd_degree_bad
F003497,Stephane Laurent,2022-11-20,2022-12-20,2022-12-15,3243.95,2535.44,708.51,average
F000280,Anne Gerard,2023-12-23,2024-01-22,2024-02-06,2129.37,1975.98,153.39,average
F001742,Sophie Moreau,2022-11-20,2022-12-20,2022-12-16,1101.55,904.45,197.1,average
F004625,Antoine Garcia,2024-12-17,2025-01-16,2025-01-13,4907.56,3905.24,1002.32,average
F002887,Antoine Bernard,2024-11-21,2024-12-21,2024-12-20,817.07,623.41,193.66,average
F001942,Julie Perrot,2025-08-15,2025-09-14,2025-09-19,20.0,16.51,3.49,average
F000101,Pierre Gerard,2024-02-01,2024-03-02,2024-03-22,2000.22,1761.46,238.76,average
F002805,Aurelie Petit,2023-01-22,2023-02-21,,2354.33,2077.0,277.33,average
F003571,Romain Leclerc,2024-10-23,2024-11-22,2024-12-26,345.02,168.76,176.26,1st_degree_bad
F003685,Olivier Bernard,2024-05-06,2024-06-05,2024-06-06,2199.66,1319.99,879.67,average
F003662,Laura Garcia,2022-10-13,2022-11-12,2022-11-10,1639.86,1639.86,0.0,good
F000531,Sophie Muller,2024-03-31,2024-04-30,2024-07-02,10993.68,2569.11,8424.57,3rd_degree_bad
F001887,Sarah David,2023-11-24,2023-12-24,2024-01-12,10474.03,2333.78,8140.25,2nd_degree_bad
F000682,Julie Bernard,2024-01-08,2024-02-07,2024-02-09,2580.74,2156.52,424.22,average
F003795,Baptiste Faure,2023-04-28,2023-05-28,2023-08-18,10161.21,2276.37,7884.84,3rd_degree_bad
F003945,Pierre Bernard,2023-03-30,2023-04-29,2023-06-21,13020.51,4077.64,8942.87,3rd_degree_bad
F004667,Celine Martin,2023-03-27,2023-04-26,2023-04-21,1636.19,1328.23,307.96,good
F002019,Romain Chevalier,2024-09-25,2024-10-25,2024-12-18,11835.81,4771.14,7064.67,2nd_degree_bad
F001097,Romain Renaud,2024-04-21,2024-05-21,2024-06-02,8873.98,3806.93,5067.05,2nd_degree_bad
F000830,Laura Faure,2023-05-11,2023-06-10,2023-06-09,3729.67,3270.61,459.06,average
F002806,Aurelie Petit,2025-08-22,2025-09-21,2025-09-21,3706.62,3173.27,533.35,average
F003830,Adrien Robin,2024-01-10,2024-02-09,2024-03-29,17528.89,8003.36,9525.53,2nd_degree_bad
F004382,Louis Dupont,2023-08-07,2023-09-06,2023-10-27,8362.23,5830.26,2531.97,1st_degree_bad
F003892,Claire Dupont,2023-08-23,2023-09-22,2023-09-25,2566.84,2455.66,111.18,average
F000765,Luc Dupont,2023-03-22,2023-04-21,2023-06-01,5480.36,2541.84,2938.52,2nd_degree_bad
F002768,Jerome Martin,2024-11-01,2024-12-01,2025-01-22,3828.71,1926.31,1902.4,1st_degree_bad
F004329,Laura Leclerc,2022-09-30,2022-10-30,2022-12-14,11341.18,4423.88,6917.3,2nd_degree_bad
F003296,Romain Garcia,2023-11-23,2023-12-23,2024-02-24,7159.18,3714.56,3444.62,2nd_degree_bad
F002195,Olivier Robin,2023-01-14,2023-02-13,,2685.04,1710.99,974.05,average
F002358,Luc Leclerc,2022-10-28,2022-11-27,2022-11-27,1511.06,1511.06,0.0,excellent
F003426,Baptiste Renaud,2022-10-26,2022-11-25,2022-11-26,2342.42,1887.49,454.93,average
F003980,Sebastien Perrot,2023-03-19,2023-04-18,2023-04-27,3431.99,2924.07,507.92,average
F000912,Pierre Masson,2023-06-30,2023-07-30,2023-07-28,1569.17,1262.67,306.5,average
F003146,Emma Michel,2023-10-13,2023-11-12,2023-11-12,6481.23,2102.24,4378.99,2nd_degree_bad
F001000,Olivier Philippe,2023-11-18,2023-12-18,2023-12-15,1498.63,1414.55,84.08,good
F003654,Elodie Faure,2025-04-01,2025-05-01,2025-06-13,10962.69,3874.08,7088.61,2nd_degree_bad
F002484,Damien Marchand,2025-04-23,2025-05-23,2025-07-13,9823.67,3337.08,6486.59,3rd_degree_bad
F004077,Amelie Garcia,2024-09-11,2024-10-11,2025-01-06,15004.51,1793.84,13210.67,3rd_degree_bad
F002371,Claire Masson,2025-06-17,2025-07-17,2025-07-17,1852.66,1852.66,0.0,good
F004839,Corinne Marchand,2022-09-27,2022-10-27,2022-12-14,7254.0,5154.15,2099.85,1st_degree_bad
F000034,Aurelie Garcia,2024-11-18,2024-12-18,,10204.32,1971.99,8232.33,3rd_degree_bad
F003790,Vincent Garcia,2022-12-06,2023-01-05,2023-01-03,4161.84,3488.47,673.37,average
F001021,Thomas Martin,2024-12-20,2025-01-19,2025-02-24,9121.35,3939.06,5182.29,1st_degree_bad
F001648,Nathalie Renaud,2023-04-07,2023-05-07,2023-06-22,7050.63,2793.33,4257.3,2nd_degree_bad
F000734,Thomas Garcia,2025-03-24,2025-04-23,2025-06-12,10118.39,4866.19,5252.2,1st_degree_bad
F004583,Thomas Dubois,2023-12-06,2024-01-05,2024-01-28,9550.86,4504.98,5045.88,1st_degree_bad
F003275,Adrien Blanc,2025-06-22,2025-07-22,,16661.3,4511.39,12149.91,2nd_degree_bad
F001621,Laura Perrin,2024-06-14,2024-07-14,2024-07-13,1893.54,1778.76,114.78,average
F003136,Sophie Brun,2025-02-05,2025-03-07,2025-04-04,2632.4,2527.65,104.75,average
F002690,Claire Gerard,2023-12-01,2023-12-31,2024-02-04,12466.22,4159.18,8307.04,3rd_degree_bad
F002708,Antoine Michel,2024-09-21,2024-10-21,2025-01-12,15944.43,7709.51,8234.92,2nd_degree_bad
F000298,Paul Marchand,2024-08-17,2024-09-16,,2545.28,2054.99,490.29,1st_degree_bad
F002340,Manon Muller,2025-02-04,2025-03-06,2025-04-21,7809.11,2882.02,4927.09,2nd_degree_bad
F000654,Vincent Martin,2023-02-16,2023-03-18,2023-03-17,1800.56,1575.08,225.48,average
F003775,Marie Faure,2023-02-14,2023-03-16,2023-04-03,4985.64,4211.5,774.14,average
F001256,Romain Bernard,2025-02-12,2025-03-14,,8772.16,3059.62,5712.54,2nd_degree_bad
F004521,Jean Martin,2025-05-30,2025-06-29,2025-06-27,3814.75,3745.71,69.04,average
F000231,Olivier Petit,2023-08-25,2023-09-24,2023-09-25,4382.48,3545.85,836.63,average
F003277,Adrien Blanc,2023-03-01,2023-03-31,2023-05-07,14795.62,2596.79,12198.83,2nd_degree_bad
F003231,Louis Bernard,2024-08-10,2024-09-09,2024-10-02,1835.85,1595.44,240.41,average
F000692,Jerome Bernard,2023-03-07,2023-04-06,,10739.19,4551.43,6187.76,2nd_degree_bad
F002755,Hugo Philippe,2022-11-06,2022-12-06,2022-12-18,20.0,17.93,2.07,average
F004864,Hugo Petit,2024-09-26,2024-10-26,2024-12-20,9939.67,6017.55,3922.12,1st_degree_bad
F000970,Marie Muller,2024-03-03,2024-04-02,2024-03-29,2396.99,1864.56,532.43,average
F000634,Nathalie Moreau,2025-04-30,2025-05-30,2025-07-22,5958.78,2417.82,3540.96,2nd_degree_bad
F004093,Paul Faure,2022-11-15,2022-12-15,2023-02-18,7922.77,4816.72,3106.05,2nd_degree_bad
F004078,Amelie Garcia,2022-10-12,2022-11-11,,10574.21,0.0,10574.21,3rd_degree_bad
F001322,Sebastien Brun,2025-03-09,2025-04-08,2025-04-03,2047.87,2047.87,0.0,good
F001832,Valerie Bernard,2023-10-18,2023-11-17,2023-11-18,3526.74,2759.33,767.41,average
F002179,Anne Leclerc,2022-11-17,2022-12-17,2022-12-15,3571.6,2905.45,666.15,average
F001418,Emma Perrot,2023-03-22,2023-04-21,2023-06-09,11316.9,5538.1,5778.8,2nd_degree_bad
F001783,Amelie Gerard,2025-06-19,2025-07-19,2025-07-14,5048.34,4314.56,733.78,average
F004716,Nicolas Muller,2023-09-01,2023-10-01,2023-10-22,15393.61,4635.29,10758.32,2nd_degree_bad
F004702,Julie Gauthier,2024-02-12,2024-03-13,2024-05-15,5307.72,4007.36,1300.36,1st_degree_bad
F004119,Elodie Renaud,2023-12-24,2024-01-23,2024-03-30,1564.02,1156.18,407.84,1st_degree_bad
F001653,Corinne Michel,2025-08-10,2025-09-09,2025-09-10,2944.39,2425.7,518.69,average
F001484,Marie Morin,2025-02-07,2025-03-09,2025-03-11,3536.89,2753.38,783.51,average
F002276,Nicolas Guerin,2023-12-01,2023-12-31,2024-03-14,9601.27,1995.06,7606.21,3rd_degree_bad
F000878,Romain Perrin,2025-05-19,2025-06-18,,12652.27,3874.77,8777.5,3rd_degree_bad
F003526,Baptiste Chevalier,2024-05-24,2024-06-23,2024-06-20,4154.32,3351.7,802.62,average
F002017,Romain Chevalier,2023-05-19,2023-06-18,2023-08-09,8967.34,3631.14,5336.2,2nd_degree_bad
F000427,Antoine Rousseau,2023-09-01,2023-10-01,2023-12-05,16169.44,3376.25,12793.19,3rd_degree_bad
F000627,Valerie Faure,2024-08-16,2024-09-15,2024-10-31,5123.66,3767.17,1356.49,1st_degree_bad
F001590,Hugo Robin,2023-08-21,2023-09-20,2023-11-23,15469.41,1550.22,13919.19,3rd_degree_bad
F002224,Corinne Moreau,2023-11-05,2023-12-05,2023-12-01,1182.96,887.23,295.73,average
