id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste,client_category
F0005810,Camille Bernard2086,2025-09-09,2025-10-09,,16872.85,3185.32,13687.53,3rd_degree_bad
F0013614,Sophie Marchand6301,2023-11-03,2023-12-03,2024-01-31,2949.08,1817.73,1131.35,1st_degree_bad
F0007624,Antoine Masson8692,2024-04-04,2024-05-04,2024-06-29,12225.78,3998.4,8227.38,2nd_degree_bad
F0014749,Julie Brun3053,2024-02-29,2024-03-30,2024-03-30,1791.08,1723.91,67.17,excellent
F0009587,Camille Laurent9800,2024-06-14,2024-07-14,,1904.32,1661.47,242.85,average
F0015800,Thomas Lefevre154,2023-07-15,2023-08-14,2023-08-14,1397.01,1370.55,26.46,excellent
F0001441,Paul Masson3686,2023-04-25,2023-05-25,2023-07-21,16198.82,5931.57,10267.25,2nd_degree_bad
F0000194,Marc Lefevre6566,2023-03-26,2023-04-25,2023-04-22,8675.79,4249.87,4425.92,2nd_degree_bad
F0016269,Thomas Masson2538,2025-06-16,2025-07-16,2025-09-25,12993.14,2449.35,10543.79,3rd_degree_bad
F0007812,Sophie Dubois1795,2022-12-03,2023-01-02,2023-01-01,110.99,110.99,0.0,excellent
F0010133,Julie Laurent723,2025-03-26,2025-04-25,2025-06-17,6145.96,3754.63,2391.33,1st_degree_bad
F0019240,Jean Martin8609,2023-07-30,2023-08-29,2023-08-26,2769.83,2634.15,135.68,average
F0001761,Luc Rousseau8313,2023-12-30,2024-01-29,2024-03-31,14063.84,5051.75,9012.09,2nd_degree_bad
F0012694,Marie Martin1568,2024-06-20,2024-07-20,2024-07-21,1805.62,1805.62,0.0,good
F0019562,Antoine Masson6494,2024-08-22,2024-09-21,2024-09-20,2297.32,2295.35,1.97,excellent
F0005657,Sophie Rousseau8186,2023-02-19,2023-03-21,2023-06-02,12828.05,5062.29,7765.76,2nd_degree_bad
F0017821,Sarah Moreau4619,2023-01-02,2023-02-01,2023-01-31,2582.5,2415.91,166.59,good
F0000864,Claire Rousseau5208,2024-07-08,2024-08-07,2024-10-07,13679.43,3191.86,10487.57,3rd_degree_bad
F0002956,Julie Moreau7648,2025-03-28,2025-04-27,2025-07-24,12248.74,2486.05,9762.69,3rd_degree_bad
F0000007,Anne Muller5133,2023-05-27,2023-06-26,,2879.48,2273.94,605.54,average
F0007125,Isabelle Renaud2773,2024-05-28,2024-06-27,2024-09-17,10446.51,1315.64,9130.87,3rd_degree_bad
F0018230,Laura Bernard7936,2025-03-11,2025-04-10,2025-04-05,4057.76,4037.39,20.37,good
F0003789,Sophie Faure9822,2025-01-04,2025-02-03,2025-04-16,10835.98,1876.03,8959.95,3rd_degree_bad
F0017416,Anne Lefevre4781,2023-03-21,2023-04-20,2023-06-17,5748.84,3814.27,1934.57,1st_degree_bad
F0007669,Sophie Laurent5727,2025-06-14,2025-07-14,2025-09-24,15593.49,2098.73,13494.76,3rd_degree_bad
F0001165,Sophie Philippe5743,2025-08-08,2025-09-07,2025-10-26,11298.1,7208.79,4089.31,1st_degree_bad
F0013334,Anne Blanc4813,2022-12-10,2023-01-09,2023-01-09,4359.27,4125.06,234.21,good
F0018586,Sophie Dubois7059,2023-10-11,2023-11-10,2024-01-14,10539.42,5124.38,5415.04,2nd_degree_bad
F0018953,Sarah Guerin9739,2025-04-28,2025-05-28,,368.22,305.94,62.28,average
F0000823,Jean Muller482,2024-05-31,2024-06-30,2024-06-25,954.54,954.54,0.0,excellent
F0009109,Sarah Laurent3361,2023-10-03,2023-11-02,2023-11-11,4215.41,3290.39,925.02,average
F0013725,Claire Brun4726,2025-05-07,2025-06-06,2025-08-23,12993.54,3195.58,9797.96,3rd_degree_bad
F0019536,Anne Renaud7633,2023-11-21,2023-12-21,2024-02-25,16413.23,4874.41,11538.82,3rd_degree_bad
F0018397,Isabelle Blanc887,2024-03-18,2024-04-17,2024-06-04,6907.95,3851.08,3056.87,1st_degree_bad
F0011713,Luc Muller3659,2023-01-31,2023-03-02,2023-05-08,8850.25,1479.2,7371.05,3rd_degree_bad
F0003020,Nicolas Masson8187,2025-08-11,2025-09-10,2025-10-07,4208.64,3408.09,800.55,average
F0004705,Paul Petit5416,2025-01-28,2025-02-27,2025-03-01,2207.96,2072.15,135.81,good
F0011873,Anne Philippe5584,2023-02-05,2023-03-07,2023-04-11,5361.28,4460.51,900.77,average
F0014122,Thomas Garcia1405,2025-07-11,2025-08-10,2025-10-04,3076.32,1577.26,1499.06,1st_degree_bad
F0007314,Luc Martin2726,2022-12-14,2023-01-13,2023-03-06,7452.34,4725.02,2727.32,1st_degree_bad
F0012500,Marie Lefevre6730,2024-11-04,2024-12-04,2025-02-13,14194.59,6956.16,7238.43,2nd_degree_bad
F0012345,Sophie Martin6477,2023-06-25,2023-07-25,2023-08-28,2389.96,2100.83,289.13,average
F0007209,Sarah Masson3262,2024-01-10,2024-02-09,2024-02-08,3100.21,2744.77,355.44,average
F0009031,Sarah Guerin6973,2023-01-28,2023-02-27,2023-02-26,2513.84,2464.37,49.47,excellent
F0001217,Paul Garcia3323,2023-11-02,2023-12-02,2024-01-23,10749.91,6332.26,4417.65,1st_degree_bad
F0002302,Sarah Petit7503,2024-02-29,2024-03-30,2024-06-12,15146.48,2643.46,12503.02,3rd_degree_bad
F0003772,Nicolas Brun9628,2025-01-19,2025-02-18,2025-02-16,2346.55,2346.55,0.0,excellent
F0018425,Nicolas Philippe8651,2024-12-16,2025-01-15,2025-04-04,14560.77,3630.87,10929.9,3rd_degree_bad
F0011751,Thomas Renaud35,2024-06-07,2024-07-07,2024-07-07,1076.46,1052.75,23.71,good
F0018035,Paul Rousseau5246,2023-11-09,2023-12-09,2024-02-27,17849.24,2938.8,14910.44,3rd_degree_bad
F0008431,Louis Petit8834,2025-07-24,2025-08-23,2025-10-16,13844.63,2312.92,11531.71,3rd_degree_bad
F0000841,Camille Rousseau5016,2023-12-16,2024-01-15,2024-01-11,5183.74,4538.01,645.73,average
F0006545,Claire Petit7444,2024-08-30,2024-09-29,2024-11-26,11347.01,3754.14,7592.87,2nd_degree_bad
F0013391,Isabelle Laurent2297,2024-12-15,2025-01-14,2025-03-26,3646.4,1391.91,2254.49,2nd_degree_bad
F0010440,Emma Moreau1722,2023-11-27,2023-12-27,2024-03-07,14102.97,6654.76,7448.21,2nd_degree_bad
F0012861,Nicolas Marchand9896,2024-07-29,2024-08-28,2024-10-13,9209.97,3716.77,5493.2,2nd_degree_bad
F0012996,Claire Marchand9292,2024-06-18,2024-07-18,,14098.3,4703.64,9394.66,2nd_degree_bad
F0009231,Laura Garcia4750,2025-02-17,2025-03-19,2025-03-16,4225.96,4167.03,58.93,good
F0000800,Julie Blanc956,2024-03-03,2024-04-02,2024-04-04,3860.58,3402.59,457.99,good
F0015062,Nicolas Dubois8843,2024-04-10,2024-05-10,2024-05-09,945.5,945.5,0.0,excellent
F0000008,Anne Bernard753,2025-08-10,2025-09-09,2025-09-06,1091.14,1058.79,32.35,excellent
F0003498,Camille Martin2072,2023-07-13,2023-08-12,2023-10-10,7858.85,3525.82,4333.03,2nd_degree_bad
F0018173,Nicolas Masson7296,2023-11-14,2023-12-14,2023-12-14,936.45,740.87,195.58,average
F0008773,Anne Martin633,2022-12-17,2023-01-16,2023-03-06,10069.45,6189.4,3880.05,1st_degree_bad
F0009387,Sarah Garcia1682,2024-04-16,2024-05-16,2024-05-17,1685.07,1359.48,325.59,average
F0002421,Anne Blanc2332,2025-03-29,2025-04-28,2025-06-18,11422.23,2126.23,9296.0,3rd_degree_bad
F0018961,Antoine Dubois669,2025-03-11,2025-04-10,2025-04-11,4439.37,3835.76,603.61,average
F0017850,Sophie Michel8286,2023-11-04,2023-12-04,2024-02-10,6812.06,3159.13,3652.93,2nd_degree_bad
F0005755,Antoine Dupont3666,2024-04-21,2024-05-21,2024-07-05,3947.79,3127.15,820.64,average
F0009643,Camille Bernard475,2023-04-30,2023-05-30,2023-07-01,3614.74,3313.15,301.59,average
F0010639,Marc Bernard1868,2024-01-15,2024-02-14,2024-02-10,8467.71,5730.4,2737.31,1st_degree_bad
F0016065,Julie Moreau8785,2023-10-17,2023-11-16,2024-01-03,12290.88,3571.24,8719.64,2nd_degree_bad
F0019595,Sophie Faure1226,2023-01-02,2023-02-01,2023-03-11,4585.84,4028.65,557.19,average
F0005676,Isabelle Guerin3445,2023-08-16,2023-09-15,2023-09-21,2510.08,2099.13,410.95,average
F0007685,Anne Dubois4785,2024-07-11,2024-08-10,2024-08-19,3606.33,2830.66,775.67,average
F0019838,Marc Faure3528,2024-01-26,2024-02-25,2024-02-26,4531.79,3942.76,589.03,average
F0017052,Julie Bernard8745,2024-01-06,2024-02-05,2024-04-11,13633.24,1723.97,11909.27,3rd_degree_bad
F0016651,Marie Blanc2175,2025-05-11,2025-06-10,2025-08-03,4920.13,3352.96,1567.17,1st_degree_bad
F0010724,Marie Dubois6592,2024-03-02,2024-04-01,2024-06-06,13431.75,5783.01,7648.74,2nd_degree_bad
F0005665,Sophie Rousseau8186,2023-11-24,2023-12-24,2024-02-24,12590.47,3803.27,8787.2,2nd_degree_bad
F0006711,Marc Renaud6658,2023-03-20,2023-04-19,2023-06-26,9740.99,2021.56,7719.43,3rd_degree_bad
F0009357,Paul Faure5342,2024-09-12,2024-10-12,2024-12-26,13347.49,2537.95,10809.54,3rd_degree_bad
F0016664,Camille Masson1533,2022-12-11,2023-01-10,2023-01-06,2101.13,2013.08,88.05,good
F0001512,Laura Michel1895,2023-03-06,2023-04-05,2023-06-19,12554.44,4605.55,7948.89,2nd_degree_bad
F0003764,Sophie Marchand2960,2024-02-07,2024-03-08,2024-03-05,1794.1,1785.8,8.3,excellent
F0007335,Paul Dupont5799,2025-01-03,2025-02-02,2025-02-04,915.58,740.11,175.47,average
F0009138,Luc Dupont9963,2023-04-11,2023-05-11,2023-06-27,870.26,582.94,287.32,1st_degree_bad
F0019005,Luc Garcia39,2024-08-26,2024-09-25,2024-09-24,3101.92,3101.92,0.0,excellent
F0009497,Laura Blanc6964,2023-07-19,2023-08-18,2023-10-21,10663.53,4396.11,6267.42,2nd_degree_bad
F0015211,Luc Renaud3300,2023-07-14,2023-08-13,2023-10-22,6899.08,3112.42,3786.66,2nd_degree_bad
F0014691,Nicolas Dupont8121,2023-03-09,2023-04-08,,14179.51,5531.48,8648.03,2nd_degree_bad
F0009883,Isabelle Guerin6432,2025-03-08,2025-04-07,2025-05-31,13780.42,2751.34,11029.08,3rd_degree_bad
F0004863,Isabelle Rousseau3206,2024-01-01,2024-01-31,2024-01-27,741.12,741.12,0.0,excellent
F0010129,Julie Laurent723,2024-11-15,2024-12-15,2024-12-14,5671.7,3703.41,1968.29,1st_degree_bad
F0013357,Laura Faure7812,2024-10-01,2024-10-31,2024-12-27,15105.35,3644.85,11460.5,3rd_degree_bad
F0000848,Sophie Laurent125,2024-04-27,2024-05-27,2024-06-10,4508.39,4113.15,395.24,good
F0008974,Paul Faure8058,2025-03-19,2025-04-18,2025-07-05,13470.84,2611.2,10859.64,3rd_degree_bad
F0010666,Louis Dubois2607,2023-10-05,2023-11-04,2023-12-26,11506.01,2986.4,8519.61,3rd_degree_bad
F0003196,Marie Marchand9597,2025-04-09,2025-05-09,,11393.0,2330.74,9062.26,3rd_degree_bad
F0016248,Anne Rousseau273,2025-04-20,2025-05-20,2025-08-01,2248.27,992.22,1256.05,2nd_degree_bad
F0013020,Louis Faure1029,2023-09-23,2023-10-23,2024-01-08,14112.12,4563.42,9548.7,3rd_degree_bad
F0010504,Alexandre Renaud6114,2022-10-02,2022-11-01,2022-11-03,20.0,17.85,2.15,average
F0017007,Louis Masson7796,2022-12-01,2022-12-31,2022-12-29,1517.68,1379.54,138.14,good
F0013918,Pierre Laurent7114,2023-08-12,2023-09-11,2023-12-05,12922.47,3359.27,9563.2,3rd_degree_bad
F0001989,Julie Dupont8593,2024-04-25,2024-05-25,2024-08-20,14188.96,2201.73,11987.23,3rd_degree_bad
F0006398,Antoine Moreau9288,2024-08-29,2024-09-28,2024-10-05,2764.84,2628.57,136.27,good
F0003104,Marie Muller3870,2022-10-29,2022-11-28,2022-11-29,10567.32,6362.03,4205.29,1st_degree_bad
F0003927,Thomas Guerin6646,2023-10-20,2023-11-19,2024-01-12,5628.37,3219.07,2409.3,1st_degree_bad
F0006436,Isabelle Guerin2730,2024-03-06,2024-04-05,2024-06-11,3922.98,983.68,2939.3,3rd_degree_bad
F0011849,Julie Muller5296,2023-11-15,2023-12-15,2023-12-11,3700.99,3186.67,514.32,average
F0017098,Laura Michel774,2022-12-29,2023-01-28,,11948.4,7420.32,4528.08,1st_degree_bad
F0000821,Paul Guerin7026,2024-04-15,2024-05-15,2024-05-13,2581.51,2538.94,42.57,good
F0013151,Antoine Brun3901,2022-12-06,2023-01-05,2023-03-10,16750.66,3046.36,13704.3,3rd_degree_bad
F0010151,Louis Brun7565,2023-07-12,2023-08-11,2023-08-12,2349.39,2349.39,0.0,excellent
F0018471,Pierre Laurent5864,2025-04-09,2025-05-09,2025-05-05,2295.34,2295.34,0.0,good
F0014695,Isabelle Dupont2572,2024-03-06,2024-04-05,2024-04-01,3597.33,3325.52,271.81,good
F0007990,Sophie Faure3362,2023-06-24,2023-07-24,2023-07-25,3806.95,3533.48,273.47,good
F0004704,Luc Michel8599,2022-11-14,2022-12-14,2023-01-29,12360.53,5568.31,6792.22,2nd_degree_bad
F0009837,Luc Rousseau1148,2025-09-09,2025-10-09,2025-12-02,7732.71,4744.19,2988.52,1st_degree_bad
F0008265,Sarah Bernard1186,2025-08-12,2025-09-11,2025-11-07,10104.78,3581.3,6523.48,2nd_degree_bad
F0008806,Julie Laurent2185,2024-09-26,2024-10-26,2024-12-23,5081.73,2850.93,2230.8,1st_degree_bad
F0019232,Thomas Muller3265,2022-11-10,2022-12-10,2022-12-08,2236.85,2095.68,141.17,good
F0018754,Anne Blanc6196,2024-06-08,2024-07-08,,11298.47,4757.66,6540.81,2nd_degree_bad
F0005371,Antoine Martin6564,2023-01-08,2023-02-07,,774.7,722.95,51.75,average
F0018240,Luc Moreau3927,2023-07-24,2023-08-23,,30.0,19.05,10.95,1st_degree_bad
F0012431,Claire Masson5234,2024-11-08,2024-12-08,2025-02-06,9714.46,1251.1,8463.36,3rd_degree_bad
F0005017,Isabelle Rousseau9470,2024-12-31,2025-01-30,2025-02-16,3214.75,2771.02,443.73,average
F0015476,Julie Martin8542,2024-12-06,2025-01-05,2025-03-09,9591.79,2856.31,6735.48,2nd_degree_bad
F0006397,Jean Laurent6632,2024-01-23,2024-02-22,2024-02-17,2175.44,1996.49,178.95,average
F0001804,Marie Brun3801,2024-04-24,2024-05-24,2024-05-19,931.84,919.07,12.77,excellent
F0012307,Alexandre Dupont4222,2025-08-10,2025-09-09,,8277.93,3204.42,5073.51,2nd_degree_bad
F0016723,Alexandre Renaud9207,2025-02-20,2025-03-22,2025-05-08,8528.78,3681.44,4847.34,2nd_degree_bad
F0003426,Camille Brun5791,2024-02-21,2024-03-22,2024-06-09,15388.64,2937.73,12450.91,3rd_degree_bad
F0001276,Louis Renaud3278,2025-08-10,2025-09-09,2025-09-18,2680.68,2556.08,124.6,good
F0014883,Pierre Garcia1834,2025-06-14,2025-07-14,2025-09-22,15994.99,5532.44,10462.55,2nd_degree_bad
F0005643,Julie Garcia5477,2024-10-23,2024-11-22,,10638.89,3847.48,6791.41,2nd_degree_bad
F0012430,Claire Masson5234,2023-07-07,2023-08-06,,12147.13,3089.86,9057.27,3rd_degree_bad
F0014553,Marie Marchand6549,2023-04-09,2023-05-09,,5822.38,3118.63,2703.75,1st_degree_bad
F0004159,Luc Blanc538,2024-09-14,2024-10-14,2024-12-02,8282.5,4177.02,4105.48,1st_degree_bad
F0014799,Pierre Rousseau7906,2023-11-02,2023-12-02,2023-11-29,2385.13,2261.32,123.81,good
F0014731,Sarah Bernard6198,2023-06-29,2023-07-29,2023-10-19,6539.71,873.23,5666.48,3rd_degree_bad
F0002820,Paul Rousseau7557,2024-07-08,2024-08-07,2024-10-16,15850.52,3028.61,12821.91,3rd_degree_bad
F0002935,Sophie Michel8662,2022-10-20,2022-11-19,2023-01-27,7207.84,1664.29,5543.55,3rd_degree_bad
F0008511,Marie Rousseau5655,2025-05-15,2025-06-14,2025-07-23,1952.42,1729.17,223.25,average
F0018085,Isabelle Dubois1526,2023-03-10,2023-04-09,2023-04-06,1401.5,1145.97,255.53,average
F0014318,Emma Lefevre3614,2024-12-31,2025-01-30,2025-03-29,5259.17,1965.49,3293.68,2nd_degree_bad
F0012247,Camille Moreau3348,2025-04-26,2025-05-26,2025-07-02,1070.37,913.08,157.29,average
F0009505,Antoine Martin6946,2024-07-02,2024-08-01,,13779.95,2488.72,11291.23,3rd_degree_bad
F0016673,Isabelle Renaud9327,2022-11-05,2022-12-05,,10488.0,2477.37,8010.63,3rd_degree_bad
F0013903,Sophie Brun9880,2023-08-25,2023-09-24,2023-11-18,11339.67,5401.02,5938.65,2nd_degree_bad
F0016962,Sophie Renaud5208,2024-02-25,2024-03-26,,4514.58,3792.6,721.98,average
F0003365,Laura Renaud9375,2023-12-28,2024-01-27,2024-04-17,14276.97,4598.62,9678.35,3rd_degree_bad
F0008680,Marie Philippe8119,2023-06-01,2023-07-01,2023-08-18,4761.11,3026.96,1734.15,1st_degree_bad
F0004391,Marie Rousseau5154,2023-09-04,2023-10-04,,18122.77,5863.98,12258.79,2nd_degree_bad
F0007274,Paul Petit8247,2025-03-19,2025-04-18,2025-04-18,1622.33,1454.6,167.73,good
F0017734,Emma Rousseau3245,2024-10-28,2024-11-27,,14967.85,3959.85,11008.0,3rd_degree_bad
F0016261,Thomas Masson2538,2022-09-29,2022-10-29,2023-01-21,17259.0,4030.79,13228.21,3rd_degree_bad
F0013169,Anne Lefevre7747,2024-03-02,2024-04-01,2024-05-26,6814.68,4385.91,2428.77,1st_degree_bad
F0006188,Luc Dupont8049,2025-05-19,2025-06-18,2025-08-10,8551.31,1643.36,6907.95,3rd_degree_bad
F0017961,Claire Michel6570,2023-11-13,2023-12-13,2023-12-08,5009.08,4642.64,366.44,average
F0013329,Claire Dubois3397,2024-08-13,2024-09-12,2024-09-07,1712.65,1687.13,25.52,excellent
F0017298,Claire Brun514,2022-11-09,2022-12-09,2022-12-09,3179.62,2991.47,188.15,good
F0015422,Nicolas Petit3946,2022-12-28,2023-01-27,2023-01-22,9870.58,5585.23,4285.35,1st_degree_bad
F0010652,Alexandre Bernard4548,2025-04-28,2025-05-28,2025-07-20,7933.26,1022.35,6910.91,3rd_degree_bad
F0000287,Anne Faure4838,2023-03-29,2023-04-28,2023-06-13,10698.05,6084.44,4613.61,1st_degree_bad
F0016892,Antoine Moreau8084,2023-07-07,2023-08-06,2023-10-22,13809.48,3092.59,10716.89,3rd_degree_bad
F0005227,Luc Moreau5551,2024-07-13,2024-08-12,2024-08-12,2634.27,2218.48,415.79,average
F0010063,Camille Guerin9561,2023-08-20,2023-09-19,2023-11-12,15792.78,7282.67,8510.11,2nd_degree_bad
F0004874,Camille Michel3449,2023-04-28,2023-05-28,2023-07-19,16509.94,6305.03,10204.91,2nd_degree_bad
F0001021,Paul Moreau6832,2023-11-02,2023-12-02,2023-12-03,1378.43,1378.43,0.0,excellent
F0016786,Claire Bernard7579,2025-08-21,2025-09-20,2025-09-17,4301.14,3177.34,1123.8,average
F0010316,Marie Laurent3859,2024-03-14,2024-04-13,2024-04-15,10776.96,6041.19,4735.77,1st_degree_bad
F0018282,Pierre Dubois2153,2023-07-08,2023-08-07,2023-10-02,6089.6,4053.49,2036.11,1st_degree_bad
F0016089,Anne Masson7461,2025-03-05,2025-04-04,2025-06-11,12530.82,4400.12,8130.7,2nd_degree_bad
F0006300,Nicolas Lefevre5826,2022-12-07,2023-01-06,2023-03-10,19259.4,6947.48,12311.92,2nd_degree_bad
F0005777,Isabelle Lefevre6218,2025-06-07,2025-07-07,2025-08-25,12729.34,7568.31,5161.03,1st_degree_bad
F0018364,Sophie Marchand4054,2022-12-23,2023-01-22,2023-01-17,6197.5,2472.81,3724.69,2nd_degree_bad
F0011182,Antoine Garcia5905,2022-12-14,2023-01-13,2023-03-08,6944.21,4793.77,2150.44,1st_degree_bad
F0019465,Laura Moreau9331,2024-07-03,2024-08-02,2024-10-15,15377.64,3850.46,11527.18,3rd_degree_bad
F0000782,Emma Blanc769,2023-10-28,2023-11-27,2024-01-03,5031.2,4413.55,617.65,average
F0005658,Sophie Rousseau8186,2024-12-24,2025-01-23,2025-04-02,8284.18,3269.48,5014.7,2nd_degree_bad
F0005086,Pierre Bernard8849,2024-10-21,2024-11-20,2024-11-17,4148.63,3477.7,670.93,average
F0008247,Jean Rousseau832,2024-03-06,2024-04-05,2024-06-16,8830.0,2006.01,6823.99,3rd_degree_bad
F0014827,Sophie Michel5712,2023-06-18,2023-07-18,2023-09-07,8104.75,2807.67,5297.08,2nd_degree_bad
F0001311,Luc Moreau1879,2022-10-13,2022-11-12,2022-12-15,1870.7,1672.33,198.37,average
F0015547,Luc Laurent6422,2024-07-29,2024-08-28,2024-08-24,4697.03,4491.9,205.13,average
F0004633,Claire Muller7727,2022-11-29,2022-12-29,2022-12-25,3455.3,3260.19,195.11,good
F0005526,Isabelle Marchand7728,2023-11-24,2023-12-24,2023-12-25,7345.87,4114.26,3231.61,1st_degree_bad
F0011463,Luc Rousseau3353,2023-06-07,2023-07-07,2023-09-17,11488.59,2957.5,8531.09,3rd_degree_bad
